iata,city,state,longitude,latitude,passengers,airport_id
VRB,Vero Beach,FL,-80.41794444357022,27.655555555942424,9342.0,375
VEL,Vernal,UT,-109.51142275020737,40.43607802819484,9286.0,376
DEC,Decatur,IL,-88.86568916732547,39.83456250019261,9259.0,377
CGI,Cape Girardeau,MO,-89.57075000025505,37.22530555582206,8932.0,378
CDB,Cold Bay,AK,-162.72625000000954,55.20591666722781,8874.0,379
BRL,Burlington,IA,-91.12550000015764,40.78322222202194,8502.0,380
MCW,Mason City,IA,-93.33125000000256,43.157805555790056,8368.0,381
WYS,West Yellowstone,MT,-111.11763888923056,44.688388889001466,8161.0,382
HNS,Haines,AK,-135.523537499972,59.24382916685689,8145.0,383
FOD,Fort Dodge,IA,-94.19183333287016,42.55119444419064,8026.0,384
EWB,New Bedford,MA,-70.95783599988665,41.67656600018017,7824.0,385
VAK,Chevak,AK,-165.600888888668,61.54083333295741,7772.0,386
TBN,Fort Leonard Wood,MO,-92.14073611105472,37.74163111090454,7717.0,387
CEZ,Cortez,CO,-108.62805555638313,37.30299999990291,7681.0,388
BHB,Bar Harbor,ME,-68.36148972179657,44.44970527811597,7545.0,389
MCE,Merced,CA,-120.51391666723852,37.284750000261226,7356.0,390
ALS,Alamosa,CO,-105.8678752778854,37.43512499982853,7089.0,391
MAZ,Mayaguez,PR,-67.14847222200616,18.25569444381103,6838.0,392
SOV,Seldovia,AK,-151.7050416666156,59.44390555589234,6816.0,393
SGY,Skagway,AK,-135.31566361072674,59.46006194395858,6764.0,394
RKD,Rockland,ME,-69.09925672211925,44.06007436068435,6762.0,395
HNH,Hoonah,AK,-135.4087562499955,58.096199167056035,6691.0,396
HPB,Hooper Bay,AK,-166.146611110959,61.523861111208184,6663.0,397
IPL,Imperial,CA,-115.57874999979276,32.83422222219837,6633.0,398
PDT,Pendleton,OR,-118.84300836111434,45.69476508304785,6390.0,399
OOK,Toksook Bay,AK,-165.08719444403394,60.54133333298122,6051.0,400
SVC,Silver City,NM,-108.15638527810715,32.63654694366391,5948.0,401
MSL,Muscle Shoals,AL,-87.6102222216534,34.745305555707176,5856.0,402
JBR,Jonesboro,AR,-90.64641666695196,35.83172222212229,5796.0,403
MGW,Morgantown,WV,-79.91754697226445,39.64359541698255,5705.0,404
MKL,Jackson,TN,-88.91561111055752,35.599888888731165,5641.0,405
SCM,Scammon Bay,AK,-165.5737499997055,61.844541666893605,5609.0,406
CDR,Chadron,NE,-103.09540191674559,42.83755769371832,5583.0,407
WBB,Stebbins,AK,-162.27800000044152,63.515972221990346,5516.0,408
LNS,Lancaster,PA,-76.2943611112277,40.12236111102877,5510.0,409
RUT,Rutland,VT,-72.94962547197251,43.52973016688617,5458.0,410
CYS,Cheyenne,WY,-104.81047222239893,41.15563888904151,5448.0,411
DUJ,Du Bois,PA,-78.89869444435787,41.17827777828571,5440.0,412
GLH,Greenville,MS,-90.98561388866871,33.48288111134277,5398.0,413
IWD,Ironwood,MI,-90.13138888887428,46.52747222206096,5329.0,414
HRO,Harrison,AR,-93.15472888891978,36.261520556157976,5300.0,415
IRK,Kirksville,MO,-92.5449166672122,40.093472221964696,5300.0,416
AUG,Augusta,ME,-69.79731805572978,44.32064972184696,5278.0,417
LBL,Liberal,KS,-100.9599722223945,37.04391666702251,5216.0,418
AIA,Alliance,NE,-102.8037499996497,42.053222221854156,5160.0,419
CNM,Carlsbad,NM,-104.26336111125404,32.33744444381229,4994.0,420
TAL,Tanana,AK,-152.10811111097124,65.17438888891789,4972.0,421
SVA,Savoonga,AK,-170.49316666697158,63.68627777804678,4963.0,422
SLK,Saranac Lake,NY,-74.20618138866962,44.38530805581528,4960.0,423
IAN,Kiana,AK,-160.43652777810914,66.97594444393353,4956.0,424
EEK,Eek,AK,-162.04388888913226,60.21369444415769,4881.0,425
TVF,Thief River Falls,MN,-96.18500000044001,48.065666667103656,4855.0,426
WTK,Noatak,AK,-162.98041666658682,67.56116666694061,4837.0,427
CVN,Clovis,NM,-103.07758002782153,34.42659025005749,4753.0,428
SDP,Sand Point,AK,-160.52141666713172,55.313694444217354,4744.0,429
GAM,Gambell,AK,-171.73277777834704,63.766611111073466,4724.0,430
KVL,Kivalina,AK,-164.56350000036943,67.73613888894289,4691.0,431
WLK,Selawik,AK,-159.98575000018,66.60013888891268,4688.0,432
TUP,Tupelo,MS,-88.7698888890094,34.26900000019981,4672.0,433
ELI,Elim,AK,-162.27052777797562,64.61497222201314,4664.0,434
HOT,Hot Springs,AR,-93.09622222172621,34.47802777787418,4653.0,435
PHO,Point Hope,AK,-166.7992777777058,68.34875000000585,4616.0,436
BKW,Beckley,WV,-81.12416666700811,37.78733333297769,4602.0,437
EAR,Kearney,NE,-99.00677777773272,40.72702777771809,4522.0,438
MSS,Massena,NY,-74.84511111061819,44.93625000028426,4466.0,439
KLG,Kalskag,AK,-160.34558333317992,61.535972221820224,4413.0,440
JST,Johnstown,PA,-78.83466666674941,40.31555555594977,4322.0,441
ILI,Iliamna,AK,-154.91775224992352,59.75557811113369,4250.0,442
GGW,Glasgow,MT,-106.61480555584015,48.21244444394332,4084.0,444
AOO,Altoona,PA,-78.32002777834134,40.29636111127997,4083.0,445
MUE,Kamuela,HI,-155.66810722194833,20.001326944143642,4068.0,446
SOW,Show Low,AZ,-110.0056666665955,34.26547222163373,4022.0,447
KWT,Kwethluk,AK,-161.44369444408147,60.79033333313746,3996.0,448
BFD,Bradford,PA,-78.63996597196943,41.80295433309405,3931.0,449
MOU,Mountain Village,AK,-163.68286111133563,62.094777777986,3897.0,450
AUK,Alakanuk,AK,-164.7221944443892,62.683055555794056,3858.0,451
OLF,Wolf Point,MT,-105.57505555631005,48.09449999991188,3849.0,452
DDC,Dodge City,KS,-99.96541666692936,37.763111110775405,3829.0,453
NUL,Nulato,AK,-158.07422222203763,64.7293333328906,3758.0,454
WMO,White Mountain,AK,-163.41274999974385,64.68919444406835,3743.0,455
VEE,Venetie,AK,-146.36635833304155,67.00867500002947,3689.0,456
KTS,Brevig Mission,AK,-166.46572222211168,65.33133333312631,3672.0,457
ELD,El Dorado,AR,-92.8117488893894,33.2212378061883,3635.0,458
PGM,Port Graham,AK,-151.8303222217153,59.348475000057505,3608.0,459
KAE,Kake,AK,-133.94561472159538,56.97299638924101,3564.0,460
SHG,Shungnak,AK,-157.16241666690362,66.88808333316881,3521.0,462
KKA,Koyuk,AK,-161.15427777795756,64.93952777798637,3432.0,464
SHH,Shishmaref,AK,-166.08936111138937,66.24958333292257,3409.0,465
LUP,Kalaupapa,HI,-156.97359722162753,21.211040277722045,3256.0,467
HVR,Havre,MT,-109.76233333290013,48.54297222192161,3228.0,468
RBY,Ruby,AK,-155.46988888890746,64.72722222192931,3197.0,469
KEB,English Bay,AK,-151.92515583283563,59.35214833293394,3124.0,470
AKP,Anaktuvuk Pass,AK,-151.74333333296826,68.13361111087912,3120.0,471
PKB,Parkersburg,WV,-81.43929305637641,39.344961943715454,3078.0,473
ATK,Atqasuk,AK,-157.43566666726954,70.46711111113768,3010.0,474
OBU,Kobuk,AK,-156.89733333343057,66.9123333329794,2987.0,475
TLT,Tuluksak,AK,-160.92335277806032,61.08772777803643,2829.0,476
ADK,Adak,AK,-176.6424799168069,51.8835820558425,2795.0,477
AKI,Akiak,AK,-161.23058333271237,60.90289722210521,2764.0,478
SNP,St. Paul,AK,-170.2225555557876,57.16630555624118,2740.0,479
GDV,Glendive,MT,-104.80722222190563,47.13872222200057,2734.0,480
BTI,Kaktovik,AK,-143.65361111107663,70.11311111101396,2706.0,481
RSH,Russian Mission,AK,-161.31939872190918,61.77489027818717,2696.0,482
DRT,Del Rio,TX,-100.92715694383035,29.37420694377992,2686.0,483
HNM,Hana,HI,-156.01443788897947,20.79563716716329,2676.0,484
AGN,Angoon,AK,-134.58509388910423,57.50355527821866,2520.0,485
KAL,Kaltag,AK,-158.7413058331,64.31897999993433,2359.0,486
MCK,McCook,NE,-100.5920833333225,40.206277778022134,2355.0,487
BTT,Bettles,AK,-151.5290555561834,66.91394444386081,2344.0,488
KTB,Thorne Bay,AK,-132.53667583333478,55.687961943823254,2203.0,489
FKL,Franklin,PA,-79.86063888856,41.37741666680953,1986.0,491
KNW,New Stuyahok,AK,-157.37316666704123,59.451527778141404,1956.0,492
MCG,McGrath,AK,-155.6070480556553,62.95278391708345,1941.0,493
PIZ,Point Lay,AK,-163.00533333284392,69.7328888891421,1939.0,494
HUS,Hughes,AK,-154.26469444412558,66.03908333297686,1883.0,495
ARC,Arctic Village,AK,-145.57941527773525,68.11466944415275,1872.0,496
MTM,Metlakatla,AK,-131.57806750033257,55.13104527824797,1862.0,497
MYU,Mekoryuk,AK,-166.27019444395813,60.3723888888116,1854.0,498
KYU,Koyukuk,AK,-157.73044444397482,64.87580555601133,1829.0,499
SXP,Sheldon Point,AK,-164.84763888902762,62.520416666886476,1810.0,500
WNA,Napakiak,AK,-161.9785000003749,60.690333333218746,1810.0,501
KQA,Akutan,AK,-165.7783833333443,54.1339000001289,1752.0,502
RNT,Renton,WA,-122.21574999983808,47.49313888921353,1687.0,504
PAE,Everett,WA,-122.28158333277712,47.9070000002295,1651.0,505
TEX,Telluride,CO,-107.90874999965271,37.95380555629567,1633.0,506
CGA,Craig,AK,-133.1478011108151,55.47883138877078,1612.0,507
PEC,Pelican,AK,-136.23627333297492,57.95517222184942,1588.0,508
PKA,Napaskiak,AK,-161.778305556067,60.7029166668365,1420.0,509
MCN,Macon,GA,-83.6492222219423,32.69283333295876,1370.0,510
HYL,Hollis,AK,-132.62355555611364,55.49041666679854,1370.0,511
KVC,King Cove,AK,-162.26624722210346,55.11634722182394,1362.0,512
HHR,Hawthorne,CA,-118.33508333291776,33.922861111138374,1348.0,513
TKE,Tenakee Springs,AK,-135.2184438891589,57.77965833288846,1276.0,514
IFP,Bullhead City,AZ,-114.55933333258272,35.154611110641305,1242.0,515
PGA,Page,AZ,-111.44836111080784,36.9260833332347,1071.0,516
ANV,Anvik,AK,-160.19005555563956,62.647333332831685,1065.0,517
ORI,Port Lions,AK,-152.8475722216304,57.88492499982735,1059.0,518
GNU,Goodnews,AK,-161.57366666724647,59.11786111104431,1054.0,519
KGX,Grayling,AK,-160.06639688902237,62.892085306124436,1037.0,520
SHX,Shageluk,AK,-159.56922222171474,62.69230555597154,986.0,521
WBQ,Beaver,AK,-147.4064999998322,66.36222222203703,916.0,522
KEK,Ekwok,AK,-157.4711388893563,59.3568333331633,868.0,523
GCN,Grand Canyon,AZ,-112.1469722223554,35.95236111069532,825.0,524
CIK,Chalkyitsik,AK,-143.73988888895332,66.64502777798147,781.0,525
SVS,Stevens Village,AK,-149.05436111106076,66.01716666696103,757.0,526
AKK,Akhiok,AK,-154.1825555560042,56.93869083318543,702.0,527
ELV,Elfin Cove,AK,-136.3473927776638,58.1951841669297,672.0,528
CEC,Crescent City,CA,-124.23652777825741,41.78016666695529,662.0,529
PTU,Platinum,AK,-161.82719166721628,59.01783055604327,641.0,530
VCT,Victoria,TX,-96.91848872211979,28.852545833222504,636.0,531
CXF,Coldfoot,AK,-150.20388888906356,67.25219444389884,578.0,532
EAA,Eagle,AK,-141.14961111059475,64.7780833329481,569.0,533
RMP,Rampart,AK,-150.14083333293428,65.50790000006796,539.0,534
TOG,Togiak,AK,-160.39677777774108,59.05355555600093,531.0,535
MLY,Manley Hot Springs,AK,-150.6475833332982,64.98794444413005,443.0,536
PTH,Port Heiden,AK,-158.63336194372025,56.959101110917864,424.0,537
KYK,Karluk,AK,-154.45380555620477,57.56605555610691,389.0,539
CHU,Caledonia,MN,-91.50394638901363,43.59635861103652,367.0,540
CLP,Clarks Point,AK,-158.52938888906897,58.8336944441381,359.0,541
GKN,Gulkana,AK,-145.45433333295833,62.15494444389071,358.0,542
TCL,Tuscaloosa,AL,-87.61140150031403,33.22062752785265,342.0,543
KFP,False Pass,AK,-163.40711111121203,54.84786111096116,342.0,544
WSN,South Naknek,AK,-157.00258333337675,58.70208333322669,324.0,545
EFD,Houston,TX,-95.1587499997806,29.607333333046327,320.0,546
DWH,Houston,TX,-95.55278841737864,30.06177911066647,300.0,547
YNG,Youngstown,OH,-80.68036111105434,41.26158333329567,274.0,548
FOE,Topeka,KS,-95.66361111079996,38.95094444381846,252.0,549
SMN,Salmon,ID,-113.88144444392314,45.12327777807327,246.0,550
AQY,Girdwood,AK,-149.11934583339868,60.96902222189572,233.0,552
CEM,Central,AK,-144.78088888881138,65.57394444409377,217.0,553
SQL,San Carlos,CA,-122.24953111106308,37.511861110823396,206.0,554
MRI,Anchorage,AK,-149.8447241388919,61.21354505613282,194.0,555
SLQ,Sleetmute,AK,-157.16586111133347,61.70050000005936,192.0,557
MHM,Minchumina,AK,-152.301833332896,63.88597222217996,183.0,559
TRM,Palm Springs,CA,-116.15966666711829,33.62666666684375,181.0,560
IGG,Igiugig,AK,-155.9017727778599,59.324041666991995,172.0,561
MYF,San Diego,CA,-117.13955555560206,32.81572222197422,168.0,562
KXA,Kasaan,AK,-132.39751444398956,55.53741388883216,151.0,563
MVL,Morrisville,VT,-72.61400000033446,44.53436111114916,144.0,566
KCC,Coffman Cove,AK,-132.83392250024107,56.014803889061135,136.0,567
EXI,Excursion Inlet,AK,-135.44903277810437,58.42049861107903,122.0,568
KCL,Chignik Flats,AK,-158.53448611055245,56.31096666710015,107.0,569
