fipstate,naics,emp,ap,est
10,424430,0,0,1
10,424440,0,0,1
10,424450,0,0,9
10,424460,2,135,6
10,424470,5,225,4
10,424480,46,1971,10
10,424490,694,33663,57
10,424510,50,1838,10
10,424520,0,0,1
10,424590,0,0,2
10,424610,146,10314,12
10,424690,750,72729,52
10,424710,0,0,5
10,424720,0,0,8
10,424810,247,11458,11
10,424820,397,24192,19
10,424910,126,6452,20
10,424920,0,0,1
10,424930,89,2084,10
10,424940,57,3957,4
10,424950,39,2549,6
10,424990,285,11448,22
10,425110,0,0,2
10,425120,567,48098,146
10,44----,56173,1497779,3716
10,441110,4561,251767,80
10,441120,667,24596,94
10,441210,54,2429,8
10,441222,286,11576,21
10,441228,231,7596,24
10,441310,1060,29397,108
10,441320,472,16373,52
10,442110,1060,41166,101
10,442210,266,11729,43
10,442291,30,922,8
10,442299,701,13154,60
10,443141,217,7046,29
10,443142,1323,34233,125
10,444110,732,19650,23
10,444120,82,3054,24
10,444130,480,11428,42
10,444190,1104,56068,94
10,444210,147,6869,16
10,444220,389,12512,43
10,445110,8046,165597,172
10,445120,669,12813,92
10,445210,65,1233,13
10,445220,39,819,12
10,445230,114,2915,18
10,445291,38,658,6
10,445292,59,1031,16
10,445299,44,925,12
10,445310,1150,25248,250
10,446110,3127,102149,176
10,446120,545,9151,50
10,446130,242,5752,39
10,446191,54,1215,31
10,446199,113,4864,14
10,447110,2569,50006,223
10,447190,128,3396,24
10,448110,189,4964,26
10,448120,1259,18023,134
10,448130,229,3893,25
10,448140,2741,40327,108
10,448150,225,4071,28
10,448190,438,7758,42
10,448210,876,13730,95
10,448310,486,15325,86
10,448320,22,450,5
10,451110,965,18307,93
10,451120,452,6942,31
10,451130,65,888,12
10,451140,8,83,11
10,451211,270,4750,24
10,451212,37,615,6
10,452111,1862,35451,13
10,452112,2333,43595,17
10,452910,1178,30512,12
10,452990,1655,25066,124
10,453110,235,4107,42
10,453210,0,0,11
10,453220,595,11047,79
10,453310,591,13533,52
10,453910,498,9226,57
10,453920,19,665,14
10,453930,12,699,11
10,453991,338,5487,80
10,453998,313,8382,65
10,454111,446,18404,144
10,454112,0,0,1
10,454113,218,9244,21
10,454210,0,0,6
10,454310,654,34344,48
10,454390,265,9575,50
10,48----,14319,621745,707
10,481111,0,0,1
10,481112,0,0,1
10,481211,96,6802,23
10,481219,0,0,3
10,483111,0,0,2
10,483112,0,0,1
10,483113,0,0,2
10,483114,0,0,3
10,483211,0,0,1
10,483212,0,0,1
10,484110,356,15146,64
10,484121,2200,92340,48
10,484122,266,15359,15
10,484210,228,9452,18
10,484220,533,25783,93
10,484230,199,12128,21
10,485113,0,0,2
10,485310,4,95,6
10,485320,46,866,13
10,485410,1565,25135,83
10,485510,0,0,2
10,485991,27,449,9
10,485999,76,1748,11
10,486110,0,0,1
10,486210,0,0,1
10,487110,0,0,1
10,487210,30,2092,20
10,487990,0,0,1
10,488119,0,0,5
10,488190,786,63149,18
10,488210,548,34632,6
10,488310,0,0,2
10,488320,540,22994,3
10,488330,62,4528,11
10,488390,0,0,2
10,488410,226,8030,30
10,488490,18,773,5
10,488510,577,32133,48
10,488991,33,1290,3
10,492110,1090,46541,35
10,492210,79,2593,17
10,493110,2407,94549,52
10,493120,133,5779,7
10,493130,0,0,6
10,493190,88,5417,10
10,51----,6766,434529,571
10,511110,77,3409,18
10,511120,76,4914,14
10,511130,0,0,3
10,511140,0,0,1
10,511191,0,0,1
10,511199,0,0,2
10,511210,695,65527,61
10,512110,76,6277,34
10,512131,361,4259,10
10,512191,4,235,5
10,512210,0,0,2
10,512220,0,0,1
10,512230,0,0,4
10,512240,0,0,1
10,515111,0,0,1
10,515112,231,9631,14
10,515120,0,0,3
10,515210,0,0,1
10,517110,2330,152311,162
10,517210,388,22821,53
10,517410,0,0,3
10,517911,12,422,10
10,517919,64,10714,18
10,518210,1309,96993,77
10,519110,25,1808,6
10,519120,139,5206,13
10,519130,301,20849,44
10,519190,24,2109,9
10,52----,42232,3898878,2032
10,522110,17157,1597000,305
10,522120,1084,86151,67
10,522130,594,24781,47
10,522210,6060,537011,37
10,522220,124,9784,24
10,522291,1656,162838,55
10,522292,539,59262,61
10,522293,0,0,1
10,522294,0,0,1
10,522298,162,6018,48
10,522310,153,18695,24
10,522320,710,89775,31
10,522390,191,6678,72
10,523110,283,25834,27
10,523120,1731,238527,141
10,523130,18,3449,5
10,523140,0,0,4
10,523910,278,9860,126
10,523920,2717,304262,152
10,523930,482,67351,174
10,523991,454,44536,47
10,523999,23,1960,7
10,524113,1048,103815,56
10,524114,1473,99402,32
10,524126,1561,168510,53
10,524127,0,0,8
10,524128,0,0,3
10,524130,0,0,1
10,524210,1904,125721,330
10,524291,74,9403,8
10,524292,0,0,14
10,524298,14,895,6
10,525910,17,99,8
10,525990,83,3236,57
10,53----,6537,323699,1237
10,531110,805,30781,188
10,531120,404,23210,117
10,531130,112,3192,55
10,531190,699,25577,47
10,531210,1003,56405,313
10,531311,1235,45491,132
10,531312,646,39904,66
10,531320,84,3597,51
10,531390,104,5514,44
10,532111,134,4605,25
10,532112,0,0,1
10,532120,65,1577,9
10,532210,92,2838,33
10,532220,0,0,3
10,532291,0,0,7
10,532292,6,811,10
10,532299,63,2526,15
10,532310,58,2920,8
10,532411,0,0,3
10,532412,37,2055,10
10,532490,238,13825,30
10,533110,217,22490,70
10,54----,29556,2777262,2951
10,541110,4333,548556,443
10,541191,38,1189,18
10,541199,1205,82431,27
10,541211,1048,79054,130
10,541213,589,6988,69
10,541214,92,6859,22
10,541219,898,37746,113
10,541310,122,8924,28
10,541320,7,563,8
10,541330,2300,196978,203
10,541340,45,2228,12
10,541350,62,3121,18
10,541360,0,0,1
10,541370,103,4615,24
10,541380,331,21451,17
10,541410,137,5883,34
10,541420,0,0,2
10,541430,119,5121,37
10,541490,1,160,5
10,541511,3683,309430,408
10,541512,2813,258924,257
10,541513,548,41819,22
10,541519,421,43713,67
10,541611,1254,133098,245
10,541612,62,4956,35
10,541613,416,40400,115
10,541614,175,10126,23
10,541618,29,7717,23
10,541620,294,18062,42
10,541690,2029,122511,91
10,541711,1888,345098,21
10,541712,1806,270283,74
10,541720,22,1772,4
10,541810,257,22250,50
10,541820,45,3508,18
10,541840,0,0,4
10,541850,29,3312,11
10,541860,233,8359,12
10,541870,39,3544,5
10,541890,111,2856,16
10,541910,34,4859,10
10,541921,93,1471,34
10,541922,13,709,6
10,541930,6,214,7
10,541940,1164,46080,68
10,541990,193,17382,72
10,55----,8235,837264,736
10,551111,14,46,13
10,551112,2106,137794,576
10,551114,6112,699200,147
10,56----,29380,1072469,1518
10,561110,1999,179493,144
10,561210,464,14484,29
10,561311,40,1467,11
10,561312,37,2753,14
10,561320,10685,298683,165
10,561330,127,11859,5
10,561410,39,1574,19
10,561421,0,0,3
10,561422,256,12614,16
10,561431,52,1029,15
10,561439,41,1448,13
10,561440,766,36642,25
10,561450,0,0,3
10,561491,0,0,3
10,561492,14,417,8
10,561499,88,4364,14
10,561510,113,5620,47
10,561520,11,777,7
10,561591,0,0,4
10,561599,0,0,14
10,561611,5,219,9
10,561612,2463,56751,30
10,561613,0,0,4
10,561621,375,21505,25
10,561622,0,0,6
10,561710,371,16737,49
10,561720,3149,54618,232
10,561730,3426,135027,384
10,561740,184,6348,22
10,561790,187,8590,37
10,561910,0,0,3
10,561920,13,724,10
10,561990,516,17939,55
10,562111,720,45544,42
10,562112,0,0,2
10,562119,17,163,4
10,562211,0,0,1
10,562212,28,2284,4
10,562219,0,0,4
10,562910,202,13950,18
10,562920,32,2305,6
10,562991,84,3653,11
10,562998,0,0,1
10,61----,7204,265362,322
10,611110,3410,119763,66
10,611210,0,0,2
10,611310,0,0,12
10,611420,31,2965,10
10,611430,55,3051,21
10,611511,43,1002,5
10,611512,0,0,3
10,611513,0,0,1
10,611519,150,4315,12
10,611610,359,5055,49
10,611620,291,4260,60
10,611630,44,740,3
10,611691,315,4492,27
10,611692,24,1235,4
10,611699,41,1229,20
10,611710,225,11685,27
10,62----,67806,3580641,2694
10,621111,8771,787270,670
10,621112,472,16329,38
10,621210,2625,171419,260
10,621310,518,16648,113
10,621320,505,24461,48
10,621330,311,9773,66
10,621340,1259,55700,169
10,621391,174,8866,28
10,621399,219,18299,35
10,621410,0,0,5
10,621420,646,22639,37
10,621492,0,0,12
10,621493,611,27707,32
10,621498,1446,73911,39
10,621511,91,5021,53
10,621512,376,18665,46
10,621610,3530,135121,79
10,621910,557,15452,20
10,621991,0,0,3
10,621999,0,0,11
10,622110,16446,1153006,12
10,622210,1201,49914,5
10,622310,0,0,2
10,623110,5156,172985,45
10,623210,2200,63307,157
10,623220,370,13092,31
10,623311,2737,76088,22
10,623312,694,15872,12
10,623990,84,2144,9
10,624110,742,21240,85
10,624120,2338,45119,71
10,624190,1762,53942,101
10,624210,77,2408,18
10,624221,127,3687,13
10,624229,88,2592,16
10,624230,0,0,2
10,624310,1177,31112,23
10,624410,4262,83512,306
10,71----,8754,309369,436
10,711110,65,1861,9
10,711120,0,0,1
10,711130,59,2225,13
10,711190,0,0,2
10,711211,0,0,6
10,711212,0,0,4
10,711219,51,2839,17
10,711310,0,0,8
10,711320,21,980,11
10,711410,28,1672,10
10,711510,86,7452,45
10,712110,712,20158,25
10,712120,40,811,4
10,712130,0,0,3
10,712190,0,0,2
10,713110,17,2929,6
10,713120,29,1635,9
10,713210,0,0,2
10,713290,20,497,9
10,713910,1283,47828,32
10,713930,86,2527,18
10,713940,2815,35460,139
10,713950,171,2691,11
10,713990,256,6131,50
10,72----,41457,760778,2120
10,721110,4016,88965,208
10,721120,0,0,1
10,721191,18,459,7
10,721199,0,0,2
10,721211,52,3772,11
10,721214,0,0,2
10,721310,0,0,1
10,722310,2132,46246,97
10,722320,234,5195,26
10,722330,27,790,16
10,722410,637,14253,74
10,722511,19566,376669,799
10,722513,11010,151348,665
10,722514,50,778,10
10,722515,2101,32150,201
10,81----,14887,443627,2211
10,811111,1155,45185,240
10,811112,0,0,3
10,811113,65,2512,19
10,811118,0,0,3
10,811121,541,23533,75
10,811122,189,8662,19
10,811191,81,3308,13
10,811192,475,8991,40
10,811198,17,632,5
10,811211,0,0,2
10,811212,74,3106,21
10,811213,0,0,2
10,811219,18,1435,11
10,811310,298,14213,48
10,811411,2,12,5
10,811412,21,665,11
10,811420,25,856,9
10,811430,0,0,4
10,811490,50,1527,21
10,812111,78,2475,20
10,812112,2045,48548,261
10,812113,364,6460,87
10,812191,62,1013,8
10,812199,333,7512,66
10,812210,430,15818,46
10,812220,55,2203,16
10,812310,66,867,22
10,812320,340,5983,64
10,812331,512,20339,5
10,812332,47,2423,4
10,812910,363,6138,51
10,812921,0,0,1
10,812930,118,2793,16
10,812990,64,1966,31
10,813110,4158,92741,535
10,813211,168,11876,52
10,813212,88,4293,17
10,813219,11,531,13
10,813311,134,5520,15
10,813312,104,3882,20
10,813319,81,4070,16
10,813410,752,18178,91
10,813910,345,24116,49
10,813920,148,8518,21
10,813930,399,8552,68
10,813940,22,905,15
10,813990,173,5945,50
10,99----,74,1429,52
11,------,526879,39833690,23177
11,11----,0,0,1
11,115113,0,0,1
11,21----,0,0,2
11,211111,0,0,2
11,22----,1820,308230,52
11,221112,0,0,3
11,221115,0,0,1
11,221118,0,0,2
11,221121,0,0,3
11,221122,1540,258324,36
11,221210,0,0,7
11,23----,10049,680239,449
11,236115,175,23198,10
11,236116,311,29219,9
11,236117,85,12343,10
11,236118,630,38121,106
11,236210,0,0,1
11,236220,2283,173543,101
11,237110,0,0,3
11,237130,14,708,5
11,237210,39,5442,10
11,237310,1346,79391,10
11,237990,90,5232,6
11,238110,1212,83961,9
11,238120,0,0,2
11,238130,0,0,2
11,238140,211,10537,9
11,238150,35,1919,4
11,238160,0,0,4
11,238190,42,2032,5
11,238210,384,23796,31
11,238220,1671,99832,39
11,238290,52,5098,4
11,238310,297,19980,12
11,238320,133,6568,7
11,238330,65,3630,7
11,238340,0,0,2
11,238350,113,6842,10
11,238390,0,0,1
11,238910,264,16923,11
11,238990,98,7512,19
11,31----,1258,55965,113
11,311351,0,0,2
11,311352,0,0,1
11,311412,0,0,1
11,311421,0,0,1
11,311514,0,0,1
11,311811,106,3056,9
11,311812,179,2098,5
11,311830,0,0,1
11,311911,0,0,1
11,311930,0,0,1
11,311991,0,0,2
11,312111,0,0,3
11,312120,118,2229,6
11,312140,6,972,3
11,314120,0,0,1
11,315210,0,0,1
11,315220,0,0,2
11,323111,298,13741,33
11,323113,19,692,3
11,323117,0,0,1
11,325211,0,0,1
11,325412,0,0,2
11,325510,0,0,1
11,325620,0,0,1
11,327320,130,6882,6
11,327992,0,0,1
11,332111,0,0,1
11,332312,0,0,1
11,332322,0,0,1
11,332323,0,0,1
11,332510,0,0,1
11,332710,0,0,2
11,334118,0,0,1
11,335121,0,0,1
11,335313,0,0,1
11,336415,0,0,1
11,337110,0,0,2
11,337121,11,527,3
11,337122,0,0,1
11,337212,0,0,1
11,339116,0,0,2
11,339910,0,0,1
11,339950,0,0,2
11,42----,4702,401941,505
11,423110,0,0,1
11,423120,175,6764,7
11,423210,183,17090,22
11,423220,55,2778,11
11,423310,0,0,2
11,423330,0,0,1
11,423390,30,3446,5
11,423410,0,0,1
11,423420,553,27890,57
11,423430,519,90758,12
11,423440,14,485,3
11,423450,89,14975,14
11,423460,0,0,2
11,423490,0,0,2
11,423510,0,0,2
11,423610,123,8413,19
11,423620,0,0,3
11,423690,606,78500,102
11,423710,0,0,2
11,423720,21,1173,3
11,423730,0,0,1
11,423810,0,0,1
11,423830,11,1025,3
11,423840,0,0,2
11,423850,16,1819,4
11,423860,12,2681,4
11,423910,0,0,2
11,423930,0,0,1
11,423940,11,327,5
11,423990,196,7254,11
11,424120,72,3725,16
11,424130,0,0,1
11,424210,118,17806,22
11,424310,29,2017,9
11,424320,11,404,4
11,424330,21,769,5
11,424340,0,0,1
11,424410,106,4293,15
11,424420,44,2164,5
11,424430,0,0,2
11,424450,0,0,5
11,424460,118,8753,4
11,424470,60,3741,4
11,424480,120,9756,6
11,424490,199,12390,23
11,424510,0,0,1
11,424520,0,0,1
11,424590,0,0,2
11,424690,37,2808,4
11,424810,224,12930,6
11,424820,407,26443,17
11,424920,112,3034,4
11,424930,0,0,4
11,424950,0,0,2
11,424990,59,2706,14
11,425110,0,0,2
11,425120,116,6879,21
11,44----,22143,648958,1801
11,441120,9,317,4
11,441222,0,0,1
11,441228,0,0,3
11,441310,95,1852,10
11,441320,57,1829,8
11,442110,163,9903,34
11,442210,45,2122,12
11,442291,0,0,1
11,442299,465,10839,40
11,443141,0,0,3
11,443142,496,24127,43
11,444110,0,0,2
11,444120,57,2333,8
11,444130,264,6741,15
11,444190,78,4447,11
11,444220,17,543,4
11,445110,4637,134693,186
11,445120,854,15408,141
11,445210,85,1966,8
11,445220,47,1207,5
11,445230,27,696,4
11,445291,75,1521,11
11,445292,87,1423,11
11,445299,180,3506,23
11,445310,682,24421,180
11,446110,1983,63388,146
11,446120,304,9030,36
11,446130,231,10234,35
11,446191,86,885,10
11,446199,44,2356,12
11,447110,336,6940,60
11,447190,124,4100,19
11,448110,299,9517,35
11,448120,1331,24597,79
11,448130,58,761,6
11,448140,1582,31066,65
11,448150,71,1605,10
11,448190,189,5387,17
11,448210,713,11217,62
11,448310,168,9898,41
11,448320,28,1288,7
11,451110,240,5060,18
11,451120,64,1968,8
11,451130,0,0,1
11,451140,0,0,2
11,451211,571,10996,26
11,451212,122,3255,9
11,452111,0,0,2
11,452112,0,0,1
11,452910,0,0,5
11,452990,201,4368,27
11,453110,243,8326,26
11,453210,125,2924,11
11,453220,599,13469,87
11,453310,348,8291,37
11,453910,125,3086,19
11,453920,90,3561,27
11,453991,37,887,7
11,453998,44,1487,14
11,454111,252,14319,35
11,454112,0,0,3
11,454113,56,5211,8
11,454210,2,38,3
11,454390,167,9227,17
11,48----,3875,264347,165
11,481111,401,27202,15
11,481112,0,0,1
11,481211,0,0,2
11,483113,0,0,1
11,484110,0,0,2
11,484121,0,0,2
11,484122,0,0,1
11,484210,95,5095,7
11,484220,7,338,5
11,485119,0,0,2
11,485210,0,0,2
11,485310,0,0,16
11,485320,363,16469,8
11,485410,0,0,1
11,485510,0,0,1
11,485991,166,4696,8
11,485999,85,3302,7
11,486110,0,0,1
11,486210,0,0,6
11,486910,0,0,1
11,487110,256,8136,5
11,487210,0,0,3
11,488119,0,0,2
11,488190,98,4503,3
11,488410,35,929,12
11,488490,0,0,1
11,488510,101,9501,14
11,488991,0,0,1
11,488999,0,0,3
11,492110,0,0,14
11,492210,0,0,7
11,493110,58,8847,9
11,493120,0,0,1
11,493190,0,0,1
11,51----,22834,2556517,775
11,511110,1987,209118,43
11,511120,3623,340976,55
11,511130,352,21785,16
11,511140,0,0,3
11,511199,0,0,5
11,511210,2997,441328,48
11,512110,346,30128,80
11,512131,249,4033,10
11,512191,78,5947,9
11,512210,0,0,1
11,512220,8,1935,3
11,512230,0,0,2
11,512240,0,0,3
11,512290,0,0,2
11,515111,638,76774,10
11,515112,1582,159785,22
11,515120,2092,249346,46
11,515210,967,160464,12
11,517110,1832,232628,133
11,517210,291,35390,27
11,517410,110,21492,7
11,517911,0,0,2
11,517919,121,12681,15
11,518210,2259,173191,81
11,519110,895,89159,36
11,519120,0,0,5
11,519130,1913,249339,80
11,519190,77,8346,19
11,52----,17729,3154545,1013
11,522110,2753,315924,254
11,522120,45,1780,5
11,522130,1021,61403,90
11,522190,0,0,1
11,522210,0,0,4
11,522220,53,8886,11
11,522291,0,0,4
11,522292,227,69131,28
11,522293,0,0,3
11,522294,0,0,6
11,522298,21,4253,6
11,522310,29,2404,7
11,522320,233,70093,12
11,522390,70,2307,24
11,523110,191,36393,22
11,523120,1144,273129,92
11,523130,90,7234,7
11,523140,21,1232,3
11,523910,163,25269,25
11,523920,2815,892081,79
11,523930,475,87752,70
11,523991,62,11454,12
11,523999,10,1360,6
11,524113,301,71137,42
11,524114,1046,124987,31
11,524126,237,37888,30
11,524127,75,17455,6
11,524128,0,0,1
11,524130,0,0,3
11,524210,1097,103727,102
11,524291,0,0,3
11,524292,207,25463,12
11,524298,1,410,3
11,525990,39,4579,9
11,53----,12340,826474,1284
11,531110,1947,80736,298
11,531120,1027,96890,166
11,531130,38,4592,14
11,531190,16,687,9
11,531210,1951,207832,276
11,531311,2228,118920,231
11,531312,3947,236729,120
11,531320,30,3164,11
11,531390,305,36668,68
11,532111,140,5419,20
11,532120,0,0,2
11,532210,0,0,5
11,532230,0,0,1
11,532292,107,5782,5
11,532299,27,1418,4
11,532310,6,391,9
11,532420,0,0,2
11,532490,367,15185,38
11,533110,43,4756,5
11,54----,102780,12668970,5684
11,541110,29234,4964602,1185
11,541191,178,15174,26
11,541199,728,30388,39
11,541211,2749,339996,82
11,541213,389,4946,52
11,541214,420,19210,13
11,541219,104,13015,32
11,541310,3245,317115,171
11,541320,121,8643,25
11,541330,5357,468463,255
11,541340,0,0,1
11,541350,18,736,6
11,541370,22,1474,5
11,541380,0,0,3
11,541410,363,27177,58
11,541430,328,22972,67
11,541490,4,277,3
11,541511,4689,444405,297
11,541512,7963,741682,569
11,541513,2045,188292,100
11,541519,1390,145229,136
11,541611,16720,2041765,786
11,541612,763,113715,59
11,541613,656,64120,138
11,541614,638,57348,40
11,541618,591,64305,120
11,541620,282,30933,40
11,541690,3127,414787,184
11,541711,144,32482,10
11,541712,4267,396836,145
11,541720,5269,441055,130
11,541810,933,97226,55
11,541820,7828,947214,515
11,541830,37,3400,3
11,541840,0,0,5
11,541850,0,0,2
11,541860,60,7909,11
11,541870,0,0,2
11,541890,243,31984,23
11,541910,535,52479,50
11,541921,32,897,15
11,541922,13,836,8
11,541930,126,14039,15
11,541940,392,24963,17
11,541990,689,68766,186
11,55----,18452,1049261,212
11,551112,234,26695,27
11,551114,18218,1022566,185
11,56----,33333,1485323,1148
11,561110,2020,163886,108
11,561210,3081,111912,128
11,561311,824,35137,26
11,561312,273,58163,30
11,561320,9335,422785,168
11,561330,0,0,5
11,561410,325,22286,26
11,561421,15,577,3
11,561422,92,3522,3
11,561431,53,1777,9
11,561439,1091,42650,96
11,561450,0,0,2
11,561492,126,11207,15
11,561499,199,13035,40
11,561510,408,27931,77
11,561520,243,10196,18
11,561591,223,11050,8
11,561599,48,4010,7
11,561611,83,9924,13
11,561612,6397,250082,93
11,561621,100,8071,10
11,561622,0,0,2
11,561710,13,974,5
11,561720,6431,158162,104
11,561730,90,3082,15
11,561740,0,0,1
11,561790,24,511,4
11,561920,400,21347,45
11,561990,862,68153,61
11,562111,161,6904,13
11,562119,0,0,1
11,562211,0,0,1
11,562219,0,0,3
11,562910,239,8823,7
11,562920,0,0,1
11,61----,49847,2637459,611
11,611110,11528,625973,157
11,611310,32155,1694485,44
11,611420,78,4541,12
11,611430,805,58319,58
11,611511,30,1045,4
11,611513,65,6018,9
11,611519,193,11571,11
11,611610,482,12550,36
11,611620,194,2966,25
11,611630,537,14734,14
11,611691,959,34280,56
11,611692,0,0,1
11,611699,570,11919,48
11,611710,2247,158920,136
11,62----,68675,4142711,2094
11,621111,6246,705535,377
11,621112,98,11213,57
11,621210,1794,124242,333
11,621310,68,3144,26
11,621320,99,4410,20
11,621330,200,10901,56
11,621340,470,26133,75
11,621391,47,2122,14
11,621399,303,20220,36
11,621410,82,7551,8
11,621420,1032,35443,23
11,621491,0,0,3
11,621492,451,21549,21
11,621493,41,2852,3
11,621498,2044,118502,47
11,621511,145,6826,20
11,621512,121,13222,7
11,621610,6244,154733,36
11,621910,0,0,7
11,621991,0,0,1
11,621999,200,13878,9
11,622110,23813,1832529,10
11,622210,0,0,1
11,622310,1866,112465,3
11,623110,3023,104663,16
11,623210,2125,69535,58
11,623220,743,28633,27
11,623311,522,21144,5
11,623312,406,13349,12
11,623990,638,25585,26
11,624110,1098,53015,87
11,624120,3086,110630,58
11,624190,3889,194980,189
11,624210,506,23450,12
11,624221,488,18984,35
11,624229,847,38653,65
11,624230,365,26323,21
11,624310,410,16885,35
11,624410,3990,113277,255
11,71----,9565,730264,359
11,711110,1191,34864,26
11,711120,153,6984,11
11,711130,58,2649,14
11,711190,0,0,1
11,711211,2598,339278,6
11,711219,0,0,1
11,711310,0,0,17
11,711320,97,10959,21
11,711410,114,13690,14
11,711510,170,18159,74
11,712110,895,32935,23
11,712120,156,6911,11
11,712190,0,0,1
11,713120,0,0,1
11,713290,0,0,1
11,713910,0,0,3
11,713930,36,1754,5
11,713940,2362,43651,102
11,713950,0,0,1
11,713990,169,6623,26
11,72----,72186,2034101,2639
11,721110,14836,657732,109
11,721191,26,712,9
11,721199,46,1032,6
11,721310,23,956,6
11,722310,9282,237301,310
11,722320,642,24684,47
11,722330,109,2246,16
11,722410,3572,76994,150
11,722511,27751,732704,881
11,722513,12140,238558,877
11,722514,155,3916,20
11,722515,3604,57266,208
11,81----,75210,6185782,4186
11,811111,173,6714,36
11,811113,0,0,1
11,811118,0,0,1
11,811121,87,5342,10
11,811192,136,2705,10
11,811198,0,0,5
11,811211,17,406,4
11,811212,12,366,6
11,811219,0,0,3
11,811310,43,2525,5
11,811411,0,0,1
11,811420,0,0,2
11,811430,14,365,6
11,811490,25,1006,12
11,812111,50,1531,15
11,812112,1548,57888,177
11,812113,218,5533,46
11,812191,0,0,2
11,812199,69,2152,23
11,812210,161,6586,18
11,812220,49,2103,6
11,812310,78,1790,20
11,812320,461,10986,123
11,812331,0,0,1
11,812332,0,0,2
11,812910,328,6900,32
11,812930,2987,74659,393
11,812990,258,7533,41
11,813110,5797,202859,476
11,813211,5075,446318,284
11,813212,1795,151956,89
11,813219,1249,77337,63
11,813311,6757,602203,294
11,813312,4324,330345,157
11,813319,5837,483909,372
11,813410,3394,166443,221
11,813910,13861,1667785,488
11,813920,9939,962248,329
11,813930,7725,721118,126
11,813940,1517,127923,129
11,813990,935,37432,157
11,99----,78,2258,84
12,------,8169642,363336322,546218
12,11----,8921,294990,1061
12,113110,0,0,31
12,113210,0,0,17
12,113310,1561,71099,190
12,114111,77,2196,80
12,114112,50,1744,53
12,114119,37,1314,53
12,114210,0,0,26
12,115111,0,0,2
12,115112,88,3473,72
12,115113,64,1658,22
12,115114,2520,52663,61
12,115115,193,5341,29
12,115116,223,7634,54
12,115210,862,28346,304
12,115310,136,4429,67
12,21----,2863,195385,236
12,211111,10,473,19
12,211112,0,0,1
12,212111,0,0,1
12,212112,0,0,1
12,212221,0,0,2
12,212231,0,0,1
12,212299,0,0,6
12,212311,0,0,4
12,212312,519,40144,40
12,212313,0,0,1
12,212319,13,616,8
12,212321,237,11809,48
12,212322,0,0,6
12,212325,0,0,2
12,212391,0,0,1
12,212392,0,0,7
12,212393,0,0,1
12,212399,24,2181,8
12,213111,8,414,23
12,213112,103,4561,43
12,213113,0,0,2
12,213114,0,0,3
12,213115,0,0,8
12,22----,11139,996815,756
12,221111,0,0,2
12,221112,197,27256,47
12,221113,0,0,6
12,221114,9,956,15
12,221115,0,0,3
12,221117,0,0,1
12,221118,0,0,14
12,221121,0,0,5
12,221122,459,44454,365
12,221210,338,29012,44
12,221310,1220,58211,207
12,221320,150,7583,45
12,221330,0,0,2
12,23----,397243,18606450,50820
12,236115,12779,640285,3247
12,236116,2824,205958,217
12,236117,8924,755725,663
12,236118,18858,735488,6318
12,236210,2871,206873,319
12,236220,29607,1835642,2643
12,237110,13240,689099,697
12,237120,192,11549,46
12,237130,5904,361103,349
12,237210,2294,133584,454
12,237310,16179,846898,456
12,237990,5596,294219,404
12,238110,14693,629959,1292
12,238120,2461,119320,191
12,238130,3292,105785,653
12,238140,9041,305033,1217
12,238150,3796,165347,489
12,238160,16918,648243,1388
12,238170,1115,37430,385
12,238190,2691,107394,499
12,238210,51668,2326232,5030
12,238220,68871,3170390,7477
12,238290,5096,363702,470
12,238310,10782,433862,1497
12,238320,15471,496149,3391
12,238330,4712,183410,1452
12,238340,5230,178103,1445
12,238350,11233,417808,3050
12,238390,4291,158856,621
12,238910,16248,729286,1345
12,238990,17313,724651,3115
12,31----,305493,16520494,13323
12,311111,0,0,11
12,311119,182,6548,27
12,311211,0,0,4
12,311212,0,0,4
12,311213,0,0,1
12,311221,0,0,1
12,311224,0,0,1
12,311225,0,0,3
12,311314,0,0,11
12,311340,0,0,19
12,311351,0,0,12
12,311352,263,8128,43
12,311411,462,22329,18
12,311412,146,2987,19
12,311421,1357,80504,30
12,311422,0,0,2
12,311423,0,0,3
12,311511,0,0,12
12,311512,0,0,1
12,311513,0,0,5
12,311514,0,0,7
12,311520,335,12954,41
12,311611,0,0,20
12,311612,512,16399,30
12,311613,0,0,4
12,311615,47,1368,6
12,311710,967,38953,23
12,311811,2061,41750,300
12,311812,4469,162721,155
12,311813,88,1692,14
12,311821,132,3760,13
12,311824,62,1098,13
12,311830,0,0,8
12,311911,0,0,5
12,311919,74,2667,11
12,311920,59,2096,24
12,311930,0,0,9
12,311941,0,0,14
12,311942,490,24144,20
12,311991,130,2740,29
12,311999,97,2991,41
12,312111,2867,129600,34
12,312112,20,781,20
12,312113,68,3183,29
12,312120,1429,76036,90
12,312130,97,1975,35
12,312140,0,0,24
12,312230,0,0,10
12,313110,0,0,7
12,313210,13,530,11
12,313220,0,0,11
12,313230,0,0,3
12,313240,0,0,3
12,313310,154,5679,38
12,313320,0,0,6
12,314110,11,240,13
12,314120,628,20850,117
12,314910,974,34479,138
12,314994,0,0,8
12,314999,1307,44643,165
12,315110,0,0,1
12,315190,0,0,3
12,315210,346,10524,75
12,315220,114,1286,20
12,315240,327,11815,51
12,315280,66,2596,31
12,315990,477,13748,47
12,316110,0,0,10
12,316210,0,0,5
12,316992,8,134,9
12,316998,11,281,36
12,321113,0,0,42
12,321114,0,0,22
